DateTime,T(degC)
2010-01-01,-3.826083916083916
2010-01-02,-5.110555555555555
2010-01-03,-4.702222222222222
2010-01-04,-6.132569444444445
2010-01-05,-10.263402777777776
2010-01-06,-9.028194444444445
2010-01-07,-8.348263888888889
2010-01-08,-9.687083333333334
2010-01-09,-5.3152083333333335
2010-01-10,-5.177430555555556
2010-01-11,-6.733888888888888
2010-01-12,-6.860902777777778
2010-01-13,-9.431736111111112
2010-01-14,-2.341527777777778
2010-01-15,-2.103472222222222
2010-01-16,-2.7097916666666664
2010-01-17,-0.0413194444444444
2010-01-18,2.249513888888889
2010-01-19,0.7620833333333333
2010-01-20,-0.2227777777777777
2010-01-21,-6.013402777777777
2010-01-22,-6.487013888888889
2010-01-23,-5.828472222222222
2010-01-24,-5.601180555555556
2010-01-25,-5.586111111111111
2010-01-26,-11.842916666666667
2010-01-27,-11.237708333333334
2010-01-28,-0.5391666666666667
2010-01-29,0.0286111111111111
2010-01-30,-2.1807638888888885
2010-01-31,-4.670763888888889
2010-02-01,-2.27625
2010-02-02,-1.8699305555555557
2010-02-03,0.5686111111111111
2010-02-04,0.2692361111111111
2010-02-05,-0.6791666666666667
2010-02-06,-0.0315972222222222
2010-02-07,-4.96375
2010-02-08,-7.049444444444444
2010-02-09,-6.849374999999999
2010-02-10,-6.7039583333333335
2010-02-11,-6.440972222222222
2010-02-12,-3.690347222222222
2010-02-13,-4.790625
2010-02-14,-4.7960416666666665
2010-02-15,-4.657777777777778
2010-02-16,-5.632638888888889
2010-02-17,-5.175902777777778
2010-02-18,1.6727083333333337
2010-02-19,1.4715277777777778
2010-02-20,0.8743055555555556
2010-02-21,-0.2769444444444444
2010-02-22,2.457986111111111
2010-02-23,3.830625
2010-02-24,2.875277777777778
2010-02-25,5.845416666666667
2010-02-26,6.734444444444445
2010-02-27,4.960277777777778
2010-02-28,7.890347222222222
2010-03-01,4.168680555555556
2010-03-02,1.7577083333333334
2010-03-03,1.2244444444444444
2010-03-04,-2.09625
2010-03-05,-3.3188194444444448
2010-03-06,-3.962083333333333
2010-03-07,-4.605069444444444
2010-03-08,-3.963263888888889
2010-03-09,-5.612152777777777
2010-03-10,-2.8002777777777776
2010-03-11,-3.694861111111111
2010-03-12,0.4536111111111111
2010-03-13,2.430416666666667
2010-03-14,3.5877777777777777
2010-03-15,1.583125
2010-03-16,2.5239583333333333
2010-03-17,5.762569444444444
2010-03-18,7.292499999999999
2010-03-19,10.054791666666668
2010-03-20,11.704166666666667
2010-03-21,11.052777777777775
2010-03-22,7.843958333333333
2010-03-23,7.81513888888889
2010-03-24,9.440069444444443
2010-03-25,13.035555555555554
2010-03-26,12.1675
2010-03-27,7.553333333333334
2010-03-28,7.707152777777777
2010-03-29,8.790624999999999
2010-03-30,11.835347222222222
2010-03-31,7.196458333333333
2010-04-01,5.149166666666667
2010-04-02,4.511597222222222
2010-04-03,6.469375
2010-04-04,8.471666666666668
2010-04-05,6.703819444444445
2010-04-06,7.878611111111111
2010-04-07,10.287847222222222
2010-04-08,10.953333333333331
2010-04-09,9.014305555555556
2010-04-10,5.893263888888889
2010-04-11,3.311388888888889
2010-04-12,4.971041666666667
2010-04-13,8.063055555555556
2010-04-14,5.843819444444445
2010-04-15,4.57375
2010-04-16,5.930486111111112
2010-04-17,7.110069444444445
2010-04-18,10.029097222222225
2010-04-19,9.167083333333332
2010-04-20,10.78902777777778
2010-04-21,5.191319444444444
2010-04-22,5.428472222222222
2010-04-23,7.158472222222222
2010-04-24,10.385208333333331
2010-04-25,13.807708333333332
2010-04-26,12.09875
2010-04-27,12.125625
2010-04-28,12.295277777777777
2010-04-29,16.264027777777777
2010-04-30,16.89784722222222
2010-05-01,12.571875
2010-05-02,10.152986111111112
2010-05-03,10.737152777777778
2010-05-04,7.724583333333332
2010-05-05,6.508611111111112
2010-05-06,5.301875
2010-05-07,6.5282638888888895
2010-05-08,9.42173611111111
2010-05-09,10.063472222222224
2010-05-10,8.315833333333334
2010-05-11,8.674097222222223
2010-05-12,10.531944444444443
2010-05-13,7.561458333333332
2010-05-14,6.844930555555555
2010-05-15,5.676944444444445
2010-05-16,9.668611111111112
2010-05-17,10.386944444444444
2010-05-18,9.252222222222224
2010-05-19,7.247847222222223
2010-05-20,9.747152777777778
2010-05-21,13.202916666666669
2010-05-22,13.694375
2010-05-23,16.733541666666667
2010-05-24,16.534374999999997
2010-05-25,14.09722222222222
2010-05-26,10.879583333333334
2010-05-27,12.005902777777775
2010-05-28,12.901527777777778
2010-05-29,13.701805555555556
2010-05-30,13.089444444444446
2010-05-31,9.135625
2010-06-01,9.696666666666664
2010-06-02,10.762847222222222
2010-06-03,15.63
2010-06-04,15.741805555555556
2010-06-05,18.142152777777778
2010-06-06,20.894861111111112
2010-06-07,18.391527777777775
2010-06-08,19.18451388888889
2010-06-09,22.765833333333333
2010-06-10,23.381527777777777
2010-06-11,21.40152777777778
2010-06-12,16.526944444444446
2010-06-13,13.772361111111111
2010-06-14,13.766805555555557
2010-06-15,14.702638888888888
2010-06-16,14.369652777777778
2010-06-17,16.42826388888889
2010-06-18,16.227083333333333
2010-06-19,11.686736111111111
2010-06-20,12.194166666666668
2010-06-21,11.77111111111111
2010-06-22,13.499305555555557
2010-06-23,15.645208333333333
2010-06-24,19.07118055555556
2010-06-25,18.64680555555556
2010-06-26,18.4225
2010-06-27,18.653194444444445
2010-06-28,20.56875
2010-06-29,22.12826388888889
2010-06-30,21.986736111111117
2010-07-01,22.516180555555557
2010-07-02,24.508611111111108
2010-07-03,25.76263888888889
2010-07-04,21.89930555555556
2010-07-05,20.661944444444444
2010-07-06,16.13145833333333
2010-07-07,17.121111111111112
2010-07-08,21.296666666666667
2010-07-09,24.86305555555556
2010-07-10,26.892777777777777
2010-07-11,27.641180555555557
2010-07-12,26.16451388888889
2010-07-13,22.602291666666662
2010-07-14,25.20576388888889
2010-07-15,22.04013888888889
2010-07-16,24.95625
2010-07-17,20.43756944444445
2010-07-18,18.97763888888889
2010-07-19,18.564027777777778
2010-07-20,20.56618055555556
2010-07-21,25.011736111111112
2010-07-22,22.310555555555556
2010-07-23,17.72694444444444
2010-07-24,16.439861111111114
2010-07-25,15.598541666666668
2010-07-26,15.03840277777778
2010-07-27,17.536180555555557
2010-07-28,16.254097222222224
2010-07-29,14.777152777777776
2010-07-30,15.9125
2010-07-31,17.908055555555556
2010-08-01,20.780347222222225
2010-08-02,18.94020833333333
2010-08-03,15.60638888888889
2010-08-04,16.177569444444444
2010-08-05,16.5525
2010-08-06,14.068958333333336
2010-08-07,17.787847222222222
2010-08-08,17.042291666666667
2010-08-09,17.072083333333335
2010-08-10,18.891180555555557
2010-08-11,17.047291666666666
2010-08-12,15.39375
2010-08-13,16.05125
2010-08-14,16.011875
2010-08-15,14.985694444444444
2010-08-16,14.947222222222225
2010-08-17,13.507152777777778
2010-08-18,15.740486111111112
2010-08-19,16.07645833333333
2010-08-20,17.463680555555555
2010-08-21,20.63451388888889
2010-08-22,21.354027777777777
2010-08-23,18.987777777777776
2010-08-24,17.593888888888888
2010-08-25,15.32736111111111
2010-08-26,17.58763888888889
2010-08-27,18.342152777777777
2010-08-28,13.337986111111112
2010-08-29,11.584791666666668
2010-08-30,9.116111111111111
2010-08-31,12.21125
2010-09-01,11.763055555555557
2010-09-02,12.751319444444444
2010-09-03,13.184444444444445
2010-09-04,11.093125
2010-09-05,10.106805555555557
2010-09-06,10.493055555555555
2010-09-07,12.327013888888889
2010-09-08,13.766944444444444
2010-09-09,13.811875
2010-09-10,14.476319444444446
2010-09-11,14.012777777777778
2010-09-12,15.416180555555554
2010-09-13,13.586319444444444
2010-09-14,12.564583333333331
2010-09-15,14.11875
2010-09-16,12.476597222222225
2010-09-17,11.312430555555556
2010-09-18,9.28
2010-09-19,9.43152777777778
2010-09-20,11.099791666666668
2010-09-21,12.727361111111112
2010-09-22,13.079652777777778
2010-09-23,14.346388888888889
2010-09-24,16.234444444444446
2010-09-25,10.467291666666666
2010-09-26,9.055486111111112
2010-09-27,8.31125
2010-09-28,9.216944444444444
2010-09-29,8.228055555555555
2010-09-30,8.500763888888889
2010-10-01,9.953541666666666
2010-10-02,11.336319444444444
2010-10-03,13.296666666666669
2010-10-04,11.158333333333331
2010-10-05,12.667291666666666
2010-10-06,13.678819444444445
2010-10-07,12.32763888888889
2010-10-08,12.21527777777778
2010-10-09,10.290694444444444
2010-10-10,6.610625
2010-10-11,5.423055555555555
2010-10-12,3.725763888888889
2010-10-13,4.894513888888889
2010-10-14,6.081736111111111
2010-10-15,8.216041666666666
2010-10-16,6.098888888888889
2010-10-17,5.2051388888888885
2010-10-18,2.035902777777778
2010-10-19,3.488888888888889
2010-10-20,4.956527777777778
2010-10-21,4.310208333333333
2010-10-22,4.114027777777777
2010-10-23,5.056597222222222
2010-10-24,7.405833333333334
2010-10-25,3.89125
2010-10-26,3.963194444444445
2010-10-27,5.072430555555555
2010-10-28,8.642430555555556
2010-10-29,7.633819444444445
2010-10-30,9.165208333333332
2010-10-31,8.575416666666666
2010-11-01,7.377499999999999
2010-11-02,6.487986111111111
2010-11-03,10.40486111111111
2010-11-04,14.462708333333332
2010-11-05,13.147013888888887
2010-11-06,9.660555555555556
2010-11-07,4.067152777777777
2010-11-08,2.0440277777777776
2010-11-09,3.7608333333333337
2010-11-10,5.032291666666667
2010-11-11,4.554791666666667
2010-11-12,9.289791666666666
2010-11-13,13.690138888888889
2010-11-14,13.728125
2010-11-15,8.78125
